code,description,last_updated
"31001003Breast prosthesis, silicone or equal, with integral adhesive",Breast prosthesis w adhesive,2025-09-12
"32001003Nipple prosthesis, prefabricated, reusable, any type, each",Reusable nipple prosthesis,2025-09-12
"33001003Nipple prosthesis, custom fabricated, reusable, any material, any type, each","Nipple prosthesis custom, ea",2025-09-12
"35001003Custom breast prosthesis, post mastectomy, molded to patient model",Custom breast prosthesis,2025-09-12
"39001003Breast prosthesis, not otherwise specified",Breast prosthesis nos,2025-09-12
"40001003Nasal prosthesis, provided by a non-physician",Nasal prosthesis,2025-09-12
"41001003Midfacial prosthesis, provided by a non-physician",Midfacial prosthesis,2025-09-12
"42001003Orbital prosthesis, provided by a non-physician",Orbital prosthesis,2025-09-12
"43001003Upper facial prosthesis, provided by a non-physician",Upper facial prosthesis,2025-09-12
"44001003Hemi-facial prosthesis, provided by a non-physician",Hemi-facial prosthesis,2025-09-12
"45001003Auricular prosthesis, provided by a non-physician",Auricular prosthesis,2025-09-12
"46001003Partial facial prosthesis, provided by a non-physician",Partial facial prosthesis,2025-09-12
"47001003Nasal septal prosthesis, provided by a non-physician",Nasal septal prosthesis,2025-09-12
"48001003Unspecified maxillofacial prosthesis, by report, provided by a non-physician",Unspec maxillofacial prosth,2025-09-12
"49001003Repair or modification of maxillofacial prosthesis, labor component, 15 minute",Repair maxillofacial prosth,2025-09-12
"00001003Truss, single with standard pad",Truss single w/ standard pad,2025-09-12
"10001003Truss, double with standard pads",Truss double w/ standard pad,2025-09-12
"20001003Truss, addition to standard pad, water pad",Truss addition to std pad wa,2025-09-12
"30001003Truss, addition to standard pad, scrotal pad",Truss add to std pad scrotal,2025-09-12
"00001003Prosthetic sheath, below knee, each",Sheath below knee,2025-09-12
"10001003Prosthetic sheath, above knee, each",Sheath above knee,2025-09-12
"15001003Prosthetic sheath, upper limb, each",Sheath upper limb,2025-09-12
"17001003Prosthetic sheath/sock, including a gel cushion layer, below knee or above",Pros sheath/sock w gel cushn,2025-09-12
"20001003Prosthetic sock, multiple ply, below knee, each",Prosthetic sock multi ply bk,2025-09-12
"30001003Prosthetic sock, multiple ply, above knee, each",Prosthetic sock multi ply ak,2025-09-12
"35001003Prosthetic sock, multiple ply, upper limb, each",Pros sock multi ply upper lm,2025-09-12
"40001003Prosthetic shrinker, below knee, each",Shrinker below knee,2025-09-12
"60001003Prosthetic shrinker, above knee, each",Shrinker above knee,2025-09-12
"65001003Prosthetic shrinker, upper limb, each",Shrinker upper limb,2025-09-12
"70001003Prosthetic sock, single ply, fitting, below knee, each",Pros sock single ply bk,2025-09-12
"80001003Prosthetic sock, single ply, fitting, above knee, each",Pros sock single ply ak,2025-09-12
"85001003Prosthetic sock, single ply, fitting, upper limb, each",Pros sock single ply upper l,2025-09-12
99001003Unlisted procedure for miscellaneous prosthetic services,Unlisted misc prosthetic ser,2025-09-12
"00001003Artificial larynx, any type",Artificial larynx,2025-09-12
01001003Tracheostomy speaking valve,Tracheostomy speaking valve,2025-09-12
"05001003Artificial larynx replacement battery / accessory, any type","Artificial larynx, accessory",2025-09-12
"07001003Tracheo-esophageal voice prosthesis, patient inserted, any type, each",Trach-esoph voice pros pt in,2025-09-12
"09001003Tracheo-esophageal voice prosthesis, inserted by a licensed health care",Trach-esoph voice pros md in,2025-09-12
10001003Voice amplifier,Voice amplifier,2025-09-12
"11001003Insert for indwelling tracheoesophageal prosthesis, with or without valve,",Indwelling trach insert,2025-09-12
"12001003Gelatin capsules or equivalent, for use with tracheoesophageal voice",Gel cap for trach voice pros,2025-09-12
"13001003Cleaning device used with tracheoesophageal voice prosthesis, pipet, brush, or",Trach pros cleaning device,2025-09-12
"14001003Tracheoesophageal puncture dilator, replacement only, each",Repl trach puncture dilator,2025-09-12
"15001003Gelatin capsule, application device for use with tracheoesophageal voice",Gel cap app device for trach,2025-09-12
"00001003Implantable breast prosthesis, silicone or equal",Implant breast silicone/eq,2025-09-12
"03001003Injectable bulking agent, collagen implant, urinary tract, 2.5 ml syringe,",Collagen imp urinary 2.5 ml,2025-09-12
"04001003Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant,",Dextranomer/hyaluronic acid,2025-09-12
"05001003Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, anal",Inj bulking agent anal canal,2025-09-12
"06001003Injectable bulking agent, synthetic implant, urinary tract, 1 ml syringe,",Synthetic implnt urinary 1ml,2025-09-12
"07001003Injectable bulking agent for vocal cord medialization, 0.1 ml, includes",Inj vocal cord bulking agent,2025-09-12
"08001003Miscellaneous external component, supply or accessory for use with the argus ii",Arg ii ext com/sup/acc misc,2025-09-12
09001003Artificial cornea,Artificial cornea,2025-09-12
10001003Ocular implant,Ocular implant,2025-09-12
12001003Aqueous shunt,Aqueous shunt prosthesis,2025-09-12
13001003Ossicula implant,Ossicular implant,2025-09-12
"14001003Cochlear device, includes all internal and external components",Cochlear device,2025-09-12
"15001003Headset/headpiece for use with cochlear implant device, replacement",Coch implant headset replace,2025-09-12
"16001003Microphone for use with cochlear implant device, replacement",Coch implant microphone repl,2025-09-12
"17001003Transmitting coil for use with cochlear implant device, replacement",Coch implant trans coil repl,2025-09-12
18001003Transmitter cable for use with cochlear implant device or auditory,Coch implant tran cable repl,2025-09-12
"19001003Cochlear implant, external speech processor and controller, integrated system,",Coch imp ext proc/contr rplc,2025-09-12
21001003Zinc air battery for use with cochlear implant device and auditory,Repl zinc air battery,2025-09-12
"22001003Alkaline battery for use with cochlear implant device, any size, replacement,",Repl alkaline battery,2025-09-12
"23001003Lithium ion battery for use with cochlear implant device speech processor,","Lith ion batt cid,non-earlvl",2025-09-12
24001003Lithium ion battery for use with cochlear implant or auditory osseointegrated,"Lith ion batt cid, ear level",2025-09-12
25001003External recharging system for battery for use with cochlear implant or,Charger coch impl/aoi battry,2025-09-12
"27001003Cochlear implant, external speech processor, component, replacement",Cid ext speech process repl,2025-09-12
"28001003Cochlear implant, external controller component, replacement",Cid ext controller repl,2025-09-12
"29001003Transmitting coil and cable, integrated, for use with cochlear implant device,",Cid transmit coil and cable,2025-09-12
30001003Metacarpophalangeal joint implant,Metacarpophalangeal implant,2025-09-12
"31001003Metacarpal phalangeal joint replacement, two or more pieces, metal (e.g.,",Mcp joint repl 2 pc or more,2025-09-12
41001003Metatarsal joint implant,Metatarsal joint implant,2025-09-12
42001003Hallux implant,Hallux implant,2025-09-12
"58001003Interphalangeal joint spacer, silicone or equal, each",Interphalangeal joint spacer,2025-09-12
"59001003Interphalangeal finger joint replacement, 2 or more pieces, metal (e.g.,",Interphalangeal joint repl,2025-09-12
"70001003Vascular graft material, synthetic, implant","Vascular graft, synthetic",2025-09-12
78001003Electrical stimulator supplies (external) for use with implantable,Ext sply implt neurostim,2025-09-12
"79001003Implantable neurostimulator, pulse generator, any type",Imp neurosti pls gn any type,2025-09-12
"80001003Implantable neurostimulator electrode, each",Implt neurostim elctr each,2025-09-12
81001003Patient programmer (external) for use with implantable programmable,Pt prgrm for implt neurostim,2025-09-12
82001003Implantable neurostimulator radiofrequency receiver,Implt neurostim radiofq rec,2025-09-12
83001003Radiofrequency transmitter (external) for use with implantable neurostimulator,Radiofq trsmtr for implt neu,2025-09-12
84001003Radiofrequency transmitter (external) for use with implantable sacral root,Radiof trsmtr implt scrl neu,2025-09-12
"85001003Implantable neurostimulator pulse generator, single array, rechargeable,",Implt nrostm pls gen sng rec,2025-09-12
"86001003Implantable neurostimulator pulse generator, single array, non-rechargeable,",Implt nrostm pls gen sng non,2025-09-12
"87001003Implantable neurostimulator pulse generator, dual array, rechargeable, includes",Implt nrostm pls gen dua rec,2025-09-12
"88001003Implantable neurostimulator pulse generator, dual array, non-rechargeable,",Implt nrostm pls gen dua non,2025-09-12
89001003External recharging system for battery (internal) for use with implantable,External recharg sys intern,2025-09-12
"90001003Auditory osseointegrated device, includes all internal and external components","Aud osseo dev, int/ext comp",2025-09-12
"91001003Auditory osseointegrated device, external sound processor, excludes",Aoi snd proc repl excl actua,2025-09-12
"92001003Auditory osseointegrated device, external sound processor, used without",Non-osseointegrated snd proc,2025-09-12
"93001003Auditory osseointegrated device abutment, any length, replacement only","Aud osseo dev, abutment",2025-09-12
"94001003Auditory osseointegrated device, transducer/actuator, replacement only, each",Aoi transducer/actuator repl,2025-09-12
95001003External recharging system for battery (external) for use with implantable,External recharg sys extern,2025-09-12
96001003Antenna (external) for use with implantable diaphragmatic/phrenic nerve,Ext antenna phren nerve stim,2025-09-12
"98001003Miscellaneous component, supply or accessory for use with total artificial",Misc used with tot art heart,2025-09-12
"99001003Prosthetic implant, not otherwise specified",Prosthetic implant nos,2025-09-12
"01001003Powered upper extremity range of motion assist device, elbow, wrist, hand with",Ewh s/d uprt micro sensor,2025-09-12
"02001003Powered upper extremity range of motion assist device, elbow, wrist, hand,",Ewhf s/d uprt micro sensor,2025-09-12
"20001003External lower extremity sensory prosthetic device, cutaneous stimulation of",Ext low ext sens prosthe mec,2025-09-12
"21001003Receptor sole for use with l8720, replacement, each",Receptor sole l8720 replace,2025-09-12
"00001003Orthotic and prosthetic supply, accessory, and/or service component of another",O&p supply/accessory/service,2025-09-12
01001003Advancing cancer care mips value pathways,Advancing cancer care mvp,2025-09-12
02001003Optimal care for kidney health mips value pathways,Opt care kidney hlth mvp,2025-09-12
03001003Optimal care for patients with episodic neurological conditions mips value,Opt care episod neuro mvp,2025-09-12
04001003Quality care for patients with neurological conditions mips value pathway,Qual care neurologic cnd mvp,2025-09-12
05001003Value in primary care mips value pathway,Value in primary care mvp,2025-09-12
10001003Enhancing oncology model (eom) monthly enhanced oncology services (meos),Eom meos payment,2025-09-12
64001003Brief office visit for the sole purpose of monitoring or changing drug,Visit for drug monitoring,2025-09-12
75001003Cellular therapy,Cellular therapy,2025-09-12
76001003Prolotherapy,Prolotherapy,2025-09-12
00001003Intragastric hypothermia using gastric freezing,Intragastric hypothermia,2025-09-12
"01001003Administration of pneumococcal, influenza, hepatitis b, and/or covid-19 vaccine",Pne flu hepb cov home admin,2025-09-12
"20001003Injection, tixagevimab and cilgavimab, for the pre-exposure prophylaxis only,",Tixagev and cilgav inj,2025-09-12
"21001003Injection, tixagevimab and cilgavimab, for the pre-exposure prophylaxis only,",Tixagev and cilgav inj hm,2025-09-12
"22001003Intravenous injection, bebtelovimab, includes injection and post administration",Bebtelovimab injection,2025-09-12
"23001003Intravenous injection, bebtelovimab, includes injection and post administration",Bebtelovimab injection home,2025-09-12
"24001003Intravenous infusion, pemivibart, for the pre-exposure prophylaxis only, for",Pemivibart infusion,2025-09-12
"35001003Intravenous infusion, monoclonal antibody products with an indication for","Intrav inf, mon anti, fir do",2025-09-12
"36001003Intravenous infusion, monoclonal antibody products with an indication for","Intrav inf, mon anti, sec do",2025-09-12
"37001003Intravenous infusion, tocilizumab-anoh, for hospitalized adult patients with","Intrav inf, toci, first dose",2025-09-12
"38001003Intravenous infusion, tocilizumab-anoh, for hospitalized adult patients with","Intrav inf, toci, second dos",2025-09-12
"39001003Intravenous infusion, bamlanivimab-xxxx, includes infusion and post",Bamlanivimab-xxxx infusion,2025-09-12
"40001003Intravenous infusion or subcutaneous injection, casirivimab and imdevimab",Casiri and imdev repeat,2025-09-12
"41001003Intravenous infusion or subcutaneous injection, casirivimab and imdevimab",Casiri and imdev repeat hm,2025-09-12
"43001003Intravenous infusion or subcutaneous injection, casirivimab and imdevimab",Casirivi and imdevi inj,2025-09-12
"44001003Intravenous infusion or subcutaneous injection, casirivimab and imdevimab",Casirivi and imdevi inj hm,2025-09-12
"45001003Intravenous infusion, bamlanivimab and etesevimab, includes infusion and post",Bamlan and etesev infusion,2025-09-12
"46001003Intravenous infusion, bamlanivimab and etesevimab, includes infusion and post",Bamlan and etesev infus home,2025-09-12
"47001003Intravenous infusion, sotrovimab, includes infusion and post administration",Sotrovimab infusion,2025-09-12
"48001003Intravenous infusion, sotrovimab, includes infusion and post administration","Sotrovimab inf, home admin",2025-09-12
"49001003Intravenous infusion, tocilizumab, for hospitalized adults and pediatric",Adm tocilizu covid-19 1st,2025-09-12
"50001003Intravenous infusion, tocilizumab, for hospitalized adults and pediatric",Adm tocilizu covid-19 2nd,2025-09-12
00001003Iv chelation therapy (chemical endarterectomy),Iv chelationtherapy,2025-09-12
01001003Fabric wrapping of abdominal aneurysm,Fabric wrapping of aneurysm,2025-09-12
00001003Pain screened as moderate to severe,Pain scr as mod to sevr,2025-09-12
01001003Plan of care to address moderate to severe pain documented on or before the,Pln to adrs pain doc,2025-09-12
02001003Plan of care for moderate to severe pain not documented on or before the date,Pln to adrs pain not doc,2025-09-12
03001003Tb screening performed and results interpreted within twelve months prior to,Tb scr 12 mo pri fst bio dz,2025-09-12
04001003Documentation of medical reason for not screening for tb or interpreting,Doc med rsn no srn tb,2025-09-12
"05001003Tb screening not performed or results not interpreted, reason not given",Tb scr no perf,2025-09-12
"06001003Disease activity not assessed, reason not given","Dz not ases, no rsn",2025-09-12
07001003>=50% of total number of a patient's outpatient ra encounters assessed,>=50% total pt outpt ra enct,2025-09-12
08001003<50% of total number of a patient's outpatient ra encounters assessed,<50% total pt outpt ra encts,2025-09-12
09001003Discharge/discontinuation of the episode of care documented in the medical,Dc eoc doc med rec,2025-09-12
10001003Discharge/discontinuation of the episode of care documented in the medical,Dc eoc doc med rec,2025-09-12
11001003Discharge/discontinuation of the episode of care documented in the medical,Dc eoc doc med rec,2025-09-12
12001003Discharge/discontinuation of the episode of care documented in the medical,Dc eoc doc med rec,2025-09-12
13001003Discharge/discontinuation of the episode of care documented in the medical,Dc eoc doc med rec,2025-09-12
14001003Discharge/discontinuation of the episode of care documented in the medical,Dc epi care doc medrec,2025-09-12
15001003Discharge/discontinuation of the episode of care documented in the medical,Dc eoc doc med rec,2025-09-12
16001003Female patients unable to bear children,Pt dx meop or sur steri,2025-09-12
17001003Patient admitted to palliative care services,Pt admt to palitve serv,2025-09-12
18001003Patients with an active diagnosis or history of cancer (except basal cell and,Pt dx hst cr pt sk lg cr scr,2025-09-12
19001003Adolescent patients 12 to 17 years of age with major depression or dysthymia,Adl pt mj dep ds rs 12 phq<5,2025-09-12
20001003Adolescent patients 12 to 17 years of age with major depression or dysthymia,Adl pt mj dep ds no rs 12 mo,2025-09-12
21001003Patient had only urgent care visits during the performance period,Pt uc in pp,2025-09-12
22001003Patients who were in hospice at any time during the performance period,Pt hospice during perf pd,2025-09-12
23001003Adolescent patients 12 to 17 years of age with major depression or dysthymia,Adl pt mj dep ds rs 6 phq<5,2025-09-12
24001003Adolescent patients 12 to 17 years of age with major depression or dysthymia,Adl pt mj dep ds no rs 6 mo,2025-09-12
25001003Patients who were in hospice at any time during the performance period,Pt hospice during perf pd,2025-09-12
26001003Patients who were in hospice at any time during the performance period,Pt hospice during perf pd,2025-09-12
27001003Imaging of the head (ct or mri) was obtained,Img head (ct or mri) obtnd,2025-09-12
28001003Documentation of patients with primary headache diagnosis and imaging other,Doc of pt prm hda dx and otr,2025-09-12
"29001003Imaging of the head (ct or mri) was not obtained, reason not given",Doc sysm rsn img hd,2025-09-12
30001003Patients with clinical indications for imaging of the head,Pt clin ind img hd,2025-09-12
31001003Patients with no clinical indications for imaging of the head,Pt clin ind img hd,2025-09-12
32001003Adults currently taking pharmacotherapy for oud,Adt tkng pharmthry for oud,2025-09-12
33001003Pharmacotherapy for oud initiated after june 30th of performance period,Pharmthry for oud afr 6.30,2025-09-12
34001003Adults who have at least 180 days of continuous pharmacotherapy with a,Adt 180 dys pharmthry oud,2025-09-12
35001003Adults who are deliberately phased out of medication assisted treatment (mat),Adt pd out mat pr 180 dys tx,2025-09-12
36001003Adults who have not had at least 180 days of continuous pharmacotherapy with a,Adt no 180 dys pharmthry oud,2025-09-12
37001003Patients with a diagnosis of lumbar spine region cancer at the time of the,Pt dx lum sp reg cacr,2025-09-12
38001003Patients with a diagnosis of lumbar spine region fracture at the time of the,Pt dx lum sp reg fract,2025-09-12
39001003Patients with a diagnosis of lumbar spine region infection at the time of the,Pt dx lum sp reg inf,2025-09-12
40001003Patients with a diagnosis of lumbar idiopathic or congenital scoliosis,Pt dx lum idi or cong scol,2025-09-12
"41001003Patient had cancer, acute fracture or infection related to the lumbar spine or",Pt cr ft inf lm or pt id sl,2025-09-12
42001003Functional status measurement with score was obtained utilizing the oswestry,Ftl st mea sco ot odi 3 mo,2025-09-12
43001003Functional status was not measured by the oswestry disability index (odi,Fs no odi 9-15mo,2025-09-12
44001003Functional status was measured by the oswestry disability index (odi version,Ftl st mea odi 3 mo,2025-09-12
45001003Functional status measured by the oxford knee score (oks) at one year (9 to 15,Fs oks 9-15mo >= 37 >= 71,2025-09-12
46001003Functional status measured by the oxford knee score (oks) at one year (9 to 15,Fs oks 9-15mo < 37 < 71,2025-09-12
47001003Functional status was measured by the oxford knee score (oks) patient reported,Fs msrd oks pre and post,2025-09-12
48001003Functional status measurement with score was obtained utilizing the oswestry,Fsm wth scr odi pre and post,2025-09-12
49001003Functional status was not measured by the oswestry disability index (odi,Fs wth scr no odi pre and p,2025-09-12
50001003Functional status was measured by the oswestry disability index (odi version,Fs msrd odi pre and post,2025-09-12
"51001003Patient had cancer, acute fracture or infection related to the lumbar spine or",Pt w/cancer scoliosis,2025-09-12
52001003Leg pain was not measured by the visual analog scale (vas) or numeric pain,Lg pn not meas w/ vas 1yr po,2025-09-12
53001003Leg pain was measured by the visual analog scale (vas) within three months,Pre and post vas wthn 3 mos,2025-09-12
54001003Patient had only urgent care visits during the performance period,Pt uc in pp,2025-09-12
55001003Aspirin or another antiplatelet therapy used,Aspirin used,2025-09-12
"56001003Prescribed anticoagulant medication during the performance period, history of",Presc antico med in pp,2025-09-12
"57001003Aspirin or another antiplatelet therapy not used, reason not given","Aspirin not used, no rsn",2025-09-12
58001003Patient was a permanent nursing home resident at any time during the,Pt prm nurs hm res in pp,2025-09-12
59001003Patient was in hospice or receiving palliative care at any time during the,Pt no prm nurs hm res in pp,2025-09-12
60001003Patient died prior to the end of the performance period,Pt died in pp,2025-09-12
61001003Patient pregnancy,Pt preg,2025-09-12
62001003Patient immunocompromised,Pt imcomprmd,2025-09-12
63001003Patients receiving high doses of immunosuppressive therapy,Pt rec hg dos imsup thpy,2025-09-12
64001003Shingrix vaccine documented as administered or previously received,Shing vac doc adm or pv rec,2025-09-12
65001003Shingrix vaccine was not administered for reasons documented by clinician (e.g.,Shing vac no adm clinc rsn,2025-09-12
"66001003Shingrix vaccine not documented as administered, reason not given",Shing vac no doc no rsn,2025-09-12
67001003Hospice services for patient provided any time during the measurement period,Hspc pt prv time meam per,2025-09-12
68001003Adults who are not ambulatory,Pt not ambulatory,2025-09-12
69001003Patient screened for future fall risk,Pt scr ft fall rsk,2025-09-12
"70001003Patient not screened for future fall risk, reason not given",Pt not scrn fut fall no rsn,2025-09-12
71001003Patient had any additional spine procedures performed on the same date as the,Pt had add'l sp pcr perf,2025-09-12
06001003The start of an episode of care documented in the medical record,Start eoc doc med rec,2025-09-12
07001003Documentation stating patient has a diagnosis of a degenerative neurological,Docu dx degen neuro,2025-09-12
08001003Ongoing care not clinically indicated because the patient needed a home program,Oc ni pt home prog,2025-09-12
09001003Ongoing care not medically possible because the patient was discharged early,Oc ni pt dc,2025-09-12
"10001003Ongoing care not possible because the patient self-discharged early (e.g.,",Oc not p pt selfdc,2025-09-12
11001003The start of an episode of care documented in the medical record,Start eoc doc med rec,2025-09-12
12001003Documentation stating patient has a diagnosis of a degenerative neurological,Docu dx degen neuro,2025-09-12
13001003Ongoing care not clinically indicated because the patient needed a home program,Oc ni pt home prog,2025-09-12
14001003Ongoing care not medically possible because the patient was discharged early,Oc ni pt dc,2025-09-12
"15001003Ongoing care not possible because the patient self-discharged early (e.g.,",Oc ni pt selfdc,2025-09-12
16001003The start of an episode of care documented in the medical record,Start eoc doc med rec,2025-09-12
17001003Documentation stating patient has a diagnosis of a degenerative neurological,Docu dx degen neuro,2025-09-12
18001003Ongoing care not clinically indicated because the patient needed a home program,Oc ni pt home prog,2025-09-12
19001003Ongoing care not medically possible because the patient was discharged early,Oc ni pt dc,2025-09-12
"20001003Ongoing care not possible because the patient self-discharged early (e.g.,",Oc ni pt selfdc,2025-09-12
21001003The start of an episode of care documented in the medical record,Start eoc doc med rec,2025-09-12
22001003Documentation stating patient has a diagnosis of a degenerative neurological,Docu dx degen neuro,2025-09-12
23001003Ongoing care not clinically indicated because the patient needed a home program,Oc ni pt home prog,2025-09-12
24001003Ongoing care not medically possible because the patient was discharged early,Oc ni pt dc 1-2 vis,2025-09-12
"25001003Ongoing care not possible because the patient self-discharged early (e.g.,",Oc ni pt selfdc 1-2 vis,2025-09-12
26001003The start of an episode of care documented in the medical record,Start eoc doc med rec,2025-09-12
27001003Documentation stating patient has a diagnosis of a degenerative neurological,Docu dx degen neuro,2025-09-12
28001003Ongoing care not clinically indicated because the patient needed a home program,Oc ni pt home prog,2025-09-12
29001003Ongoing care not medically possible because the patient was discharged early,Oc ni pt dc,2025-09-12
"30001003Ongoing care not possible because the patient self-discharged early (e.g.,",Oc ni pt selfdc,2025-09-12
31001003Documentation stating patient has a diagnosis of a degenerative neurological,Docu dx degen neuro,2025-09-12
32001003Ongoing care not clinically indicated because the patient needed a home program,Oc ni pt home prog,2025-09-12
33001003Ongoing care not medically possible because the patient was discharged early,Oc ni pt dc,2025-09-12
"34001003Ongoing care not possible because the patient self-discharged early (e.g.,",Oc ni pt selfdc,2025-09-12
35001003The start of an episode of care documented in the medical record,Start eoc doc med rec,2025-09-12
36001003The start of an episode of care documented in the medical record,Start eoc doc med rec,2025-09-12
37001003Documentation stating patient has a diagnosis of a degenerative neurological,Docu dx degen neuro,2025-09-12
"38001003Ongoing care not indicated, patient seen only 1-2 visits (e.g., home program",Oc ni pt 1-2 vis,2025-09-12
"39001003Ongoing care not indicated, patient self-discharged early and seen only 1-2",Oc ni pt self dc 1-2 vis,2025-09-12
"40001003Ongoing care not indicated, patient discharged after only 1-2 visits due to",Oc ni pt dc 1-2 vis,2025-09-12
41001003Functional status was not measured by the oxford knee score (oks) or the knee,Fs no oks,2025-09-12
42001003Emergent cases,Emerge cases,2025-09-12
"43001003Initiated episode of rehabilitation therapy, medical, or chiropractic care for",Ni rehab med chiro,2025-09-12
"44001003Ongoing care not indicated, patient seen only 1-2 visits (e.g., home program",Oc no ind pt 1-2 vis,2025-09-12
"45001003Most favored nation (mfn) model drug add-on amount, per dose, (do not bill with","Mfn drug add-on, per dose",2025-09-12
46001003Ongoing care not clinically indicated because the patient needed a home program,Ongoing care not ind,2025-09-12
47001003Ongoing care not medically possible because the patient was  discharged early,Care not poss med rsn,2025-09-12
"48001003Ongoing care not possible because the patient self-discharged early (e.g.,",Pt self dschg,2025-09-12
49001003Patient unable to complete the neck fs prom at initial evaluation and/or,No neck fs prom incap,2025-09-12
50001003Current or prior left ventricular ejection fraction (lvef) less than or equal,Lvef <=40% or mod/sev l vsf,2025-09-12
51001003Patients with a history of heart transplant or with a left ventricular assist,Pt w/ hx trnsplt or lvad,2025-09-12
52001003Patients with a history of heart transplant or with a left ventricular assist,Pt w/ hx trnsplt or lvad,2025-09-12
53001003Patient with diagnosis of osteoporosis on date of encounter,Pt w/ dx osteo doe,2025-09-12
54001003Hospice services provided to patient any time during the measurement period,Hospc serv dur meas pd,2025-09-12
55001003Patient had anaphylaxis due to the pneumococcal vaccine any time during or,Pt anphx due to pneum,2025-09-12
56001003Patient received active chemotherapy any time during the measurement period,Pt recd actv chemo any time,2025-09-12
57001003Patient received bone marrow transplant any time during the measurement period,Pt recd bone mar trnsplt,2025-09-12
58001003Patient had history of immunocompromising conditions prior to or during the,Pt hx immcomp prior/dur pd,2025-09-12
59001003Hospice services provided to patient any time during the measurement period,Hospc serv dur meas pd,2025-09-12
60001003Patient had anaphylaxis due to the meningococcal vaccine any time on or before,Pt anphx due to mengb bef 13,2025-09-12
"61001003Patient had anaphylaxis due to the tetanus, diphtheria or pertussis vaccine any",Pt anphx due to dtp bef 13,2025-09-12
"62001003Patient had encephalitis due to the tetanus, diphtheria or pertussis vaccine",Pt enceph due to dtp bef 13,2025-09-12
63001003Patient had anaphylaxis due to the hpv vaccine any time on or before the,Pt anphx due to hpv bef 13,2025-09-12
64001003Patients with dementia any time during the patient's history through the end of,Pt w/ dementia any time,2025-09-12
65001003Patients who use hospice services any time during the measurement period,Pt use hspc dur meas pd,2025-09-12
66001003Pathology report for tissue specimens produced from wide local excisions or,Path rpt tis spec wle/reexc,2025-09-12
67001003In hospice or using hospice services during the measurement period,Hspc dur meas pd,2025-09-12
68001003Patient received an influenza vaccine on or between july 1 of the year prior to,Pt recd flu vax 7/1-6/30,2025-09-12
69001003Documentation of medical reason(s) for not administering influenza vaccine,Doc med rsn no flu vax,2025-09-12
70001003Patient did not receive an influenza vaccine on or between july 1 of the year,Pt w/o flu vax 7/1-6/30,2025-09-12
71001003Patient received at least one td vaccine or one tdap vaccine between nine years,Pt recd 1 td/tdap 9yrs prior,2025-09-12
72001003Documentation of medical reason(s) for not administering td or tdap vaccine,Doc med rsn no td/tdap,2025-09-12
73001003Patient did not receive at least one td vaccine or one tdap vaccine between,Pt no rec td/tdap 9yrs prior,2025-09-12
74001003Patient received at least two doses of the herpes zoster recombinant vaccine,Pt w 2 hzv on/aft 50,2025-09-12
"75001003Documentation of medical reason(s) for not administering zoster vaccine (e.g.,",Doc med rsn no hzv,2025-09-12
76001003Patient did not receive two doses of the herpes zoster recombinant vaccine (at,No 2 hzv on/aft age 50,2025-09-12
77001003Patient received any pneumococcal conjugate or polysaccharide vaccine on or,Pt recd pcv on/aft 19,2025-09-12
78001003Documentation of medical reason(s) for not administering pneumococcal vaccine,Doc med rsn no pcv,2025-09-12
"79001003Patient did not receive any pneumococcal conjugate or polysaccharide vaccine,",No pcv recd,2025-09-12
80001003Patients on immune checkpoint inhibitor therapy,Pt imm ckpt inhib therapy,2025-09-12
81001003Grade 2 or above diarrhea and/or grade 2 or above colitis,Gr 2 or> dia or gr2 or> col,2025-09-12
82001003Patients not eligible due to pre-existing inflammatory bowel disease (ibd),Not elg pre ex ibd/uc/crohn,2025-09-12
83001003Documentation of immune checkpoint inhibitor therapy held and corticosteroids,Doc imm ckpt inhib hld,2025-09-12
84001003Documentation of medical reason(s) for not prescribing or administering,Doc med rsn no cst/ist rx,2025-09-12
85001003Documentation of immune checkpoint inhibitor therapy not held and/or,Imm ckpt inhib not hld no rx,2025-09-12
86001003Patients who have an order for or are receiving hospice or palliative care,Pt w/ rx for hspc/plltv care,2025-09-12
87001003Patients with a diagnosis of end stage renal disease (esrd),Pt w/ esrd,2025-09-12
88001003Patients with a diagnosis of chronic kidney disease (ckd) stage 5,Pt w/ ckd stg 5,2025-09-12
89001003Documentation of a kidney health evaluation defined by an estimated glomerular,Doc khe pef w/efgr/uacr,2025-09-12
90001003Documentation of a kidney health evaluation was not performed or defined by an,Doc khe not pef w/efgr/uacr,2025-09-12
91001003Hospice services provided to patient any time during the measurement period,Hspc svc any time in meas pd,2025-09-12
92001003Patients with an existing diagnosis of squamous cell carcinoma of the esophagus,Pt w/ dx sq cell ca of esoph,2025-09-12
93001003Surgical pathology reports that contain impression or conclusion of or,Rpts w/ imp/con mmr/msi,2025-09-12
94001003Documentation of medical reason(s) surgical pathology reports did not contain,Med rsn no imp/con mmr/msi,2025-09-12
95001003Surgical pathology reports that do not contain impression or conclusion of or,Rpt wo imp/con mmr/msi,2025-09-12
"96001003Initial (index visit) numeric rating scale (nrs), visual rating scale (vrs), or",Ixv nrs vrs iqa >=4,2025-09-12
97001003Itch severity assessment score is reduced by 3 or more points from the initial,Isa reduced >=3 fr ixv,2025-09-12
98001003Itch severity assessment score was not reduced by at least 3 points from,Isa not red 3pts /no assess,2025-09-12
